{\rtf1\ansi\ansicpg1252\cocoartf1348\cocoasubrtf170
{\fonttbl\f0\fswiss\fcharset0 Helvetica;}
21.453705 34.904106\
30.102755 27.069422\
22.977184 33.290367\
30.906626 26.473536\
27.730444 28.937860\
30.743280 26.593195\
0.000000 0.000000\
12.223204 48.685204\
37.585514 22.109430\
48.508621 16.571711\
44.156807 18.592279\
48.174686 16.719446\
51.696182 15.216425\
52.071949 15.062830\
52.837410 14.753778\
52.452328 14.908625\
36.080498 23.012415\
52.837410 14.753778\
51.696182 15.216425\
54.426453 14.127863\
52.837410 14.753778\
53.227268 14.598291\
52.837410 14.753778\
54.426453 14.127863\
54.021698 14.285334\
54.021698 14.285334\
50.958145 15.521753\
54.021698 14.285334\
54.836372 13.969721\
50.237572 15.824640\
50.595711 15.673487\
48.508621 16.571711\
52.837410 14.753778\
50.958145 15.521753\
49.188141 16.274591\
53.622002 14.442133\
55.251541 13.810877\
87.842300 4.310663\
92.780296 3.223138\
57.858799 12.842951\
52.837410 14.753778\
104.320786 0.914545\
59.242245 12.348932\
94.898041 2.776330\
56.529610 13.330164\
53.227268 14.598291\
60.196346 12.015711\
58.313755 12.679041\
58.313755 12.679041\
104.320786 0.914545\
65.390892 10.299219\
57.858799 12.842951\
53.227268 14.598291\
56.966843 13.168482\
58.313755 12.679041\
117.174004 -1.343481\
103.051331 1.154230\
114.073898 -0.824988\
115.604820 -1.082953\
78.490173 6.570611\
64.837059 10.474848\
58.313755 12.679041\
53.622002 14.442133\
58.313755 12.679041\
59.716030 12.182703\
99.406776 1.860986\
44.156807 18.592279\
61.177135 11.679224\
33.156101 24.894403\
63.223381 10.996241\
35.262535 23.521051\
114.073898 -0.824988\
55.672066 13.651331\
97.104950 2.322381\
71.416557 8.489374\
72.739273 8.114893\
60.683331 11.847864\
104.320786 0.914545\
64.291313 10.649530\
80.858566 5.970941\
60.683331 11.847864\
59.242245 12.348932\
60.683331 11.847864\
57.858799 12.842951\
32.794033 25.140284\
34.280087 24.149805\
65.390892 10.299219\
99.406776 1.860986\
37.808590 21.979029\
85.997551 4.734521\
99.406776 1.860986\
54.836372 13.969721\
76.242203 7.158746\
54.836372 13.969721\
54.836372 13.969721\
35.667847 23.267389\
60.683331 11.847864\
58.774864 12.514368\
49.883648 15.975214\
45.634586 17.882044\
101.809784 1.391809\
65.952980 10.122644\
57.409870 13.006098\
100.595215 1.627374\
46.248566 17.594507\
95.990005 2.550256\
44.738388 18.309626\
61.177135 11.679224\
63.223381 10.996241\
32.087852 25.628809\
52.452328 14.908625\
49.533859 16.125208\
105.619095 0.672784\
74.806000 7.544702\
66.523537 9.945154\
118.782906 -1.606573\
90.746437 3.663080\
49.188141 16.274591\
81.676491 5.768396\
101.809784 1.391809\
56.098049 13.491114\
44.446045 18.451197\
118.782906 -1.606573\
112.579880 -0.569495\
123.863686 -2.412146\
84.221115 5.152399\
84.221115 5.152399\
76.978714 6.963953\
80.055138 6.172143\
66.523537 9.945154\
50.595711 15.673487\
52.071949 15.062830\
45.939892 17.738520\
46.248566 17.594507\
0.000000 0.000000\
9.147523 56.192314\
29.482092 27.541834\
28.732813 28.127283\
33.898968 24.399164\
29.029081 27.893763\
29.329922 27.659388\
35.062569 23.647425\
31.743443 25.871454\
55.251541 13.810877\
34.473145 24.024652\
60.196346 12.015711\
56.966843 13.168482\
58.774864 12.514368\
59.716030 12.182703\
57.409870 13.006098\
57.858799 12.842951\
57.409870 13.006098\
59.242245 12.348932\
37.364513 22.239466\
54.021698 14.285334\
32.615273 25.262842\
32.438000 25.385096\
31.237289 26.233454\
32.615273 25.262842\
29.945765 27.187860\
30.581236 26.712610\
31.743443 25.871454\
30.581236 26.712610\
31.404634 26.113031\
34.280087 24.149805\
51.324940 15.369379\
39.192322 21.189081\
52.452328 14.908625\
48.508621 16.571711\
55.251541 13.810877\
89.759407 3.880548\
52.071949 15.062830\
65.390892 10.299219\
48.174686 16.719446\
49.188141 16.274591\
57.409870 13.006098\
57.409870 13.006098\
48.174686 16.719446\
49.533859 16.125208\
85.997551 4.734521\
88.791557 4.096399\
77.727936 6.767908\
50.595711 15.673487\
47.518139 17.013269\
86.911140 4.523370\
56.966843 13.168482\
35.464287 23.394373\
46.248566 17.594507\
74.105705 7.735925\
46.560665 17.449976\
44.446045 18.451197\
83.357338 5.359155\
52.071949 15.062830\
98.243614 2.092615\
56.529610 13.330164\
54.426453 14.127863\
100.595215 1.627374\
53.227268 14.598291\
33.156101 24.894403\
33.898968 24.399164\
49.533859 16.125208\
52.837410 14.753778\
48.846413 16.423456\
51.324940 15.369379\
49.883648 15.975214\
72.739273 8.114893\
54.836372 13.969721\
93.828369 3.000604\
97.104950 2.322381\
101.809784 1.391809\
79.265785 6.372034\
73.416885 7.925958\
76.978714 6.963953\
91.753197 3.443933\
64.837059 10.474848\
93.828369 3.000604\
80.858566 5.970941\
90.746437 3.663080\
48.174686 16.719446\
33.339447 24.771021\
33.524357 24.647364\
52.071949 15.062830\
49.188141 16.274591\
47.195393 17.159357\
60.683331 11.847864\
31.237289 26.233454\
55.672066 13.651331\
47.195393 17.159357\
39.914703 20.788996\
30.581236 26.712610\
50.958145 15.521753\
30.581236 26.712610\
33.156101 24.894403\
32.438000 25.385096\
32.794033 25.140284\
40.658657 20.385340\
38.956154 21.321650\
51.324940 15.369379\
38.956154 21.321650\
54.426453 14.127863\
54.426453 14.127863\
55.251541 13.810877\
54.426453 14.127863\
55.672066 13.651331\
54.836372 13.969721\
44.738388 18.309626\
53.227268 14.598291\
39.430779 21.056086\
50.595711 15.673487\
54.426453 14.127863\
34.280087 24.149805\
33.710857 24.523401\
33.524357 24.647364\
30.906626 26.473536\
31.404634 26.113031\
31.237289 26.233454\
32.974304 25.017481\
41.685841 19.841425\
30.743280 26.593195\
51.696182 15.216425\
57.858799 12.842951\
36.713669 22.627466\
34.473145 24.024652\
59.716030 12.182703\
52.452328 14.908625\
37.364513 22.239466\
34.473145 24.024652\
56.098049 13.491114\
59.242245 12.348932\
59.716030 12.182703\
41.167084 20.114222\
35.464287 23.394373\
59.716030 12.182703\
58.774864 12.514368\
35.262535 23.521051\
35.464287 23.394373\
58.774864 12.514368\
59.242245 12.348932\
37.145557 22.369135\
33.898968 24.399164\
58.313755 12.679041\
58.313755 12.679041\
34.667892 23.899225\
56.529610 13.330164\
31.914936 25.750269\
32.438000 25.385096\
32.438000 25.385096\
32.087852 25.628809\
91.753197 3.443933\
48.508621 16.571711\
72.739273 8.114893\
46.876255 17.304926\
85.101028 4.944208\
99.406776 1.860986\
100.595215 1.627374\
95.990005 2.550256\
72.072578 8.302668\
83.357338 5.359155\
48.174686 16.719446\
50.958145 15.521753\
85.101028 4.944208\
92.780296 3.223138\
47.195393 17.159357\
50.595711 15.673487\
44.738388 18.309626\
56.098049 13.491114\
100.595215 1.627374\
87.842300 4.310663\
48.508621 16.571711\
101.809784 1.391809\
58.313755 12.679041\
61.177135 11.679224\
47.518139 17.013269\
50.958145 15.521753\
70.135513 8.859491\
85.997551 4.734521\
88.791557 4.096399\
56.098049 13.491114\
35.667847 23.267389\
34.280087 24.149805\
92.780296 3.223138\
87.842300 4.310663\
50.958145 15.521753\
76.978714 6.963953\
51.324940 15.369379\
48.508621 16.571711\
89.759407 3.880548\
93.828369 3.000604\
92.780296 3.223138\
70.770958 8.674952\
83.357338 5.359155\
91.753197 3.443933\
95.990005 2.550256\
37.364513 22.239466\
34.667892 23.899225\
45.939892 17.738520\
57.858799 12.842951\
41.949184 19.704401\
34.864361 23.773493\
34.088703 24.274622\
56.529610 13.330164\
57.858799 12.842951\
33.339447 24.771021\
46.876255 17.304926\
49.188141 16.274591\
59.242245 12.348932\
53.227268 14.598291\
49.533859 16.125208\
54.426453 14.127863\
50.958145 15.521753\
47.844547 16.866632\
46.560665 17.449976\
87.842300 4.310663\
100.595215 1.627374\
49.533859 16.125208\
54.021698 14.285334\
77.727936 6.767908\
89.759407 3.880548\
90.746437 3.663080\
56.966843 13.168482\
37.808590 21.979029\
50.958145 15.521753\
56.098049 13.491114\
56.098049 13.491114\
36.080498 23.012415\
40.911598 20.249994\
58.313755 12.679041\
58.313755 12.679041\
58.313755 12.679041\
55.672066 13.651331\
51.324940 15.369379\
48.508621 16.571711\
91.753197 3.443933\
89.759407 3.880548\
89.759407 3.880548\
87.842300 4.310663\
52.837410 14.753778\
53.227268 14.598291\
46.560665 17.449976\
50.595711 15.673487\
50.237572 15.824640\
50.958145 15.521753\
56.966843 13.168482\
57.858799 12.842951\
37.145557 22.369135\
36.500683 22.756128\
57.858799 12.842951\
59.716030 12.182703\
57.858799 12.842951\
59.716030 12.182703\
35.062569 23.647425\
57.409870 13.006098\
41.949184 19.704401\
37.145557 22.369135\
35.262535 23.521051\
37.808590 21.979029\
57.858799 12.842951\
55.251541 13.810877\
34.667892 23.899225\
49.533859 16.125208\
59.716030 12.182703\
38.261089 21.717188\
36.500683 22.756128\
35.667847 23.267389\
33.710857 24.523401\
35.262535 23.521051\
36.500683 22.756128\
37.808590 21.979029\
35.464287 23.394373\
58.774864 12.514368\
108.306282 0.182703\
61.677887 11.509760\
50.237572 15.824640\
65.952980 10.122644\
97.104950 2.322381\
86.911140 4.523370\
57.858799 12.842951\
50.237572 15.824640\
100.595215 1.627374\
91.753197 3.443933\
93.828369 3.000604\
94.898041 2.776330\
43.307278 19.012720\
45.033894 18.167597\
35.873245 23.140039\
55.672066 13.651331\
46.248566 17.594507\
57.858799 12.842951\
47.195393 17.159357\
35.062569 23.647425\
94.898041 2.776330\
87.842300 4.310663\
94.898041 2.776330\
93.828369 3.000604\
48.508621 16.571711\
48.508621 16.571711\
51.324940 15.369379\
47.844547 16.866632\
53.227268 14.598291\
64.291313 10.649530\
88.791557 4.096399\
86.911140 4.523370\
90.746437 3.663080\
94.898041 2.776330\
41.685841 19.841425\
50.958145 15.521753\
58.313755 12.679041\
50.595711 15.673487\
63.223381 10.996241\
88.791557 4.096399\
101.809784 1.391809\
99.406776 1.860986\
104.320786 0.914545\
76.242203 7.158746\
52.837410 14.753778\
48.508621 16.571711\
54.426453 14.127863\
39.430779 21.056086\
74.806000 7.544702\
87.842300 4.310663\
95.990005 2.550256\
92.780296 3.223138\
35.464287 23.394373\
36.500683 22.756128\
33.710857 24.523401\
33.898968 24.399164\
35.262535 23.521051\
45.332607 18.025080\
42.215229 19.566950\
32.438000 25.385096\
53.622002 14.442133\
36.500683 22.756128\
54.836372 13.969721\
49.883648 15.975214\
55.672066 13.651331\
41.949184 19.704401\
56.098049 13.491114\
45.634586 17.882044\
57.409870 13.006098\
51.324940 15.369379\
56.529610 13.330164\
85.101028 4.944208\
57.409870 13.006098\
56.966843 13.168482\
52.452328 14.908625\
57.409870 13.006098\
38.490570 21.585718\
62.700855 11.168268\
35.873245 23.140039\
56.529610 13.330164\
32.262199 25.507074\
98.243614 2.092615\
31.573347 25.992365\
97.104950 2.322381\
30.581236 26.712610\
33.156101 24.894403\
31.071289 26.353632\
32.974304 25.017481\
34.667892 23.899225\
59.242245 12.348932\
43.587475 18.873041\
56.529610 13.330164\
34.473145 24.024652\
36.289635 22.884424\
60.196346 12.015711\
76.978714 6.963953\
49.883648 15.975214\
46.876255 17.304926\
54.836372 13.969721\
49.883648 15.975214\
88.791557 4.096399\
100.595215 1.627374\
103.051331 1.154230\
49.883648 15.975214\
63.753479 10.823328\
94.898041 2.776330\
104.320786 0.914545\
98.243614 2.092615\
36.713669 22.627466\
35.667847 23.267389\
60.683331 11.847864\
60.683331 11.847864\
42.755592 19.290735\
35.464287 23.394373\
57.409870 13.006098\
60.196346 12.015711\
47.518139 17.013269\
37.364513 22.239466\
40.658657 20.385340\
42.755592 19.290735\
53.227268 14.598291\
56.529610 13.330164\
34.473145 24.024652\
33.156101 24.894403\
56.098049 13.491114\
39.671562 20.922724\
48.508621 16.571711\
120.433083 -1.872351\
111.121422 -0.316412\
72.739273 8.114893\
52.452328 14.908625\
112.579880 -0.569495\
99.406776 1.860986\
111.121422 -0.316412\
52.837410 14.753778\
97.104950 2.322381\
95.990005 2.550256\
92.780296 3.223138\
144.135452 -5.296149\
69.510002 9.042963\
63.753479 10.823328\
39.914703 20.788996\
48.846413 16.423456\
39.192322 21.189081\
70.135513 8.859491\
72.739273 8.114893\
68.287849 9.406855\
68.894180 9.225428\
74.105705 7.735925\
71.416557 8.489374\
78.490173 6.570611\
70.135513 8.859491\
80.858566 5.970941\
129.362061 -3.243536\
154.075150 -6.549780\
171.647141 -8.560644\
63.753479 10.823328\
90.746437 3.663080\
70.770958 8.674952\
71.416557 8.489374\
65.952980 10.122644\
47.518139 17.013269\
48.846413 16.423456\
70.135513 8.859491\
40.160244 20.654840\
38.261089 21.717188\
64.837059 10.474848\
61.177135 11.679224\
40.160244 20.654840\
137.436966 -4.395880\
137.436966 -4.395880\
162.414413 -7.534186\
137.436966 -4.395880\
74.105705 7.735925\
70.770958 8.674952\
71.416557 8.489374\
71.416557 8.489374\
72.739273 8.114893\
72.739273 8.114893\
114.073898 -0.824988\
146.505692 -5.603613\
76.978714 6.963953\
54.021698 14.285334\
34.473145 24.024652\
45.634586 17.882044\
70.770958 8.674952\
47.518139 17.013269\
59.242245 12.348932\
13.391834 46.379478\
66.523537 9.945154\
65.952980 10.122644\
125.647598 -2.686316\
123.863686 -2.412146\
156.763763 -6.873480\
99.406776 1.860986\
0.000000 0.000000\
6.235851 66.579277\
47.844547 16.866632\
49.883648 15.975214\
52.837410 14.753778\
53.227268 14.598291\
48.174686 16.719446\
53.622002 14.442133\
31.071289 26.353632\
51.696182 15.216425\
29.790001 27.306086\
34.473145 24.024652\
30.743280 26.593195\
41.685841 19.841425\
29.329922 27.659388\
31.743443 25.871454\
28.011492 28.707300\
30.420477 26.831781\
27.870445 28.822687\
0.000000 0.000000\
13.499310 46.178947\
29.329922 27.659388\
49.883648 15.975214\
0.000000 0.000000\
12.868923 47.381828\
40.911598 20.249994\
46.248566 17.594507\
49.883648 15.975214\
45.332607 18.025080\
39.914703 20.788996\
54.836372 13.969721\
54.426453 14.127863\
54.836372 13.969721\
43.587475 18.873041\
58.774864 12.514368\
55.672066 13.651331\
44.446045 18.451197\
56.529610 13.330164\
57.858799 12.842951\
55.672066 13.651331\
56.098049 13.491114\
56.098049 13.491114\
56.098049 13.491114\
56.529610 13.330164\
56.098049 13.491114\
56.529610 13.330164\
54.836372 13.969721\
56.529610 13.330164\
44.738388 18.309626\
39.914703 20.788996\
45.634586 17.882044\
53.227268 14.598291\
36.713669 22.627466\
58.774864 12.514368\
56.966843 13.168482\
32.615273 25.262842\
32.262199 25.507074\
114.073898 -0.824988\
112.579880 -0.569495\
112.579880 -0.569495\
114.073898 -0.824988\
87.842300 4.310663\
54.021698 14.285334\
56.966843 13.168482\
68.894180 9.225428\
35.873245 23.140039\
61.177135 11.679224\
40.658657 20.385340\
31.573347 25.992365\
60.683331 11.847864\
52.452328 14.908625\
47.518139 17.013269\
49.883648 15.975214\
118.782906 -1.606573\
144.135452 -5.296149\
46.876255 17.304926\
48.846413 16.423456\
125.647598 -2.686316\
38.261089 21.717188\
117.174004 -1.343481\
76.242203 7.158746\
98.243614 2.092615\
137.436966 -4.395880\
156.763763 -6.873480\
97.104950 2.322381\
73.416885 7.925958\
29.178923 27.776667\
31.237289 26.233454\
151.471909 -6.230322\
139.604126 -4.692389\
46.248566 17.594507\
43.587475 18.873041\
45.939892 17.738520\
45.939892 17.738520\
135.331711 -4.102850\
31.573347 25.992365\
41.425148 19.978052\
94.898041 2.776330\
133.285767 -3.813178\
56.098049 13.491114\
48.174686 16.719446\
48.508621 16.571711\
125.647598 -2.686316\
0.000000 0.000000\
9.005420 56.606163\
40.911598 20.249994\
49.188141 16.274591\
49.533859 16.125208\
49.188141 16.274591\
47.844547 16.866632\
48.508621 16.571711\
49.188141 16.274591\
49.188141 16.274591\
48.508621 16.571711\
48.508621 16.571711\
48.846413 16.423456\
47.195393 17.159357\
48.174686 16.719446\
48.508621 16.571711\
48.508621 16.571711\
48.508621 16.571711\
47.844547 16.866632\
47.844547 16.866632\
48.174686 16.719446\
47.844547 16.866632\
48.846413 16.423456\
46.876255 17.304926\
47.844547 16.866632\
47.518139 17.013269\
47.518139 17.013269\
48.508621 16.571711\
47.518139 17.013269\
0.000000 0.000000\
13.023318 47.081169\
45.939892 17.738520\
45.939892 17.738520\
45.634586 17.882044\
0.000000 0.000000\
13.553417 46.078667\
45.332607 18.025080\
61.677887 11.509760\
47.844547 16.866632\
46.876255 17.304926\
46.876255 17.304926\
146.505692 -5.603613\
47.195393 17.159357\
46.876255 17.304926\
56.098049 13.491114\
46.560665 17.449976\
55.251541 13.810877\
45.939892 17.738520\
46.876255 17.304926\
47.195393 17.159357\
46.248566 17.594507\
47.518139 17.013269\
47.195393 17.159357\
48.174686 16.719446\
46.876255 17.304926\
46.876255 17.304926\
46.560665 17.449976\
45.939892 17.738520\
45.634586 17.882044\
46.560665 17.449976\
46.248566 17.594507\
45.939892 17.738520\
46.248566 17.594507\
47.195393 17.159357\
45.939892 17.738520\
45.634586 17.882044\
47.195393 17.159357\
46.560665 17.449976\
46.248566 17.594507\
46.248566 17.594507\
46.560665 17.449976\
46.248566 17.594507\
45.939892 17.738520\
46.560665 17.449976\
46.560665 17.449976\
46.560665 17.449976\
54.836372 13.969721\
54.426453 14.127863\
54.426453 14.127863\
135.331711 -4.102850\
108.306282 0.182703\
120.433083 -1.872351\
156.763763 -6.873480\
131.296661 -3.526770\
117.174004 -1.343481\
141.835968 -4.992438\
120.433083 -1.872351\
57.858799 12.842951\
57.409870 13.006098\
56.098049 13.491114\
56.098049 13.491114\
56.529610 13.330164\
56.098049 13.491114\
56.529610 13.330164\
56.098049 13.491114\
56.966843 13.168482\
56.966843 13.168482\
56.529610 13.330164\
118.782906 -1.606573\
123.863686 -2.412146\
118.782906 -1.606573\
139.604126 -4.692389\
111.121422 -0.316412\
98.243614 2.092615\
123.863686 -2.412146\
131.296661 -3.526770\
56.529610 13.330164\
57.858799 12.842951\
131.296661 -3.526770\
129.362061 -3.243536\
151.471909 -6.230322\
141.835968 -4.992438\
135.331711 -4.102850\
122.126099 -2.140845\
165.385864 -7.871466\
56.529610 13.330164\
57.409870 13.006098\
58.313755 12.679041\
151.471909 -6.230322\
139.604126 -4.692389\
117.174004 -1.343481\
125.647598 -2.686316\
156.763763 -6.873480\
139.604126 -4.692389\
108.306282 0.182703\
56.966843 13.168482\
56.529610 13.330164\
148.949997 -5.914954\
122.126099 -2.140845\
127.479729 -2.963416\
148.949997 -5.914954\
165.385864 -7.871466\
137.436966 -4.395880\
144.135452 -5.296149\
120.433083 -1.872351\
57.409870 13.006098\
56.966843 13.168482\
57.858799 12.842951\
56.529610 13.330164\
162.414413 -7.534186\
133.285767 -3.813178\
122.126099 -2.140845\
141.835968 -4.992438\
118.782906 -1.606573\
139.604126 -4.692389\
111.121422 -0.316412\
148.949997 -5.914954\
57.409870 13.006098\
57.409870 13.006098\
56.966843 13.168482\
131.296661 -3.526770\
156.763763 -6.873480\
139.604126 -4.692389\
135.331711 -4.102850\
137.436966 -4.395880\
139.604126 -4.692389\
135.331711 -4.102850\
129.362061 -3.243536\
56.529610 13.330164\
146.505692 -5.603613\
144.135452 -5.296149\
118.782906 -1.606573\
181.925095 -9.633642\
135.331711 -4.102850\
105.619095 0.672784\
114.073898 -0.824988\
57.409870 13.006098\
57.858799 12.842951\
56.966843 13.168482\
139.604126 -4.692389\
133.285767 -3.813178\
123.863686 -2.412146\
120.433083 -1.872351\
139.604126 -4.692389\
103.051331 1.154230\
139.604126 -4.692389\
57.409870 13.006098\
56.529610 13.330164\
56.098049 13.491114\
57.858799 12.842951\
137.436966 -4.395880\
120.433083 -1.872351\
135.331711 -4.102850\
122.126099 -2.140845\
115.604820 -1.082953\
112.579880 -0.569495\
49.188141 16.274591\
57.409870 13.006098\
55.672066 13.651331\
56.098049 13.491114\
137.436966 -4.395880\
125.647598 -2.686316\
129.362061 -3.243536\
111.121422 -0.316412\
137.436966 -4.395880\
112.579880 -0.569495\
109.697296 -0.065710\
57.409870 13.006098\
56.529610 13.330164\
56.529610 13.330164\
57.409870 13.006098\
57.409870 13.006098\
55.251541 13.810877\
131.296661 -3.526770\
114.073898 -0.824988\
118.782906 -1.606573\
165.385864 -7.871466\
112.579880 -0.569495\
117.174004 -1.343481\
120.433083 -1.872351\
57.409870 13.006098\
56.529610 13.330164\
57.409870 13.006098\
111.121422 -0.316412\
139.604126 -4.692389\
122.126099 -2.140845\
131.296661 -3.526770\
103.051331 1.154230\
144.135452 -5.296149\
193.436401 -10.758337\
57.858799 12.842951\
56.529610 13.330164\
55.672066 13.651331\
146.505692 -5.603613\
127.479729 -2.963416\
135.331711 -4.102850\
135.331711 -4.102850\
122.126099 -2.140845\
125.647598 -2.686316\
165.385864 -7.871466\
56.966843 13.168482\
58.313755 12.679041\
56.098049 13.491114\
104.320786 0.914545\
118.782906 -1.606573\
127.479729 -2.963416\
131.296661 -3.526770\
162.414413 -7.534186\
109.697296 -0.065710\
159.542007 -7.201575\
56.966843 13.168482\
58.774864 12.514368\
55.672066 13.651331\
56.098049 13.491114\
120.433083 -1.872351\
151.471909 -6.230322\
148.949997 -5.914954\
125.647598 -2.686316\
139.604126 -4.692389\
117.174004 -1.343481\
125.647598 -2.686316\
57.858799 12.842951\
56.966843 13.168482\
56.098049 13.491114\
135.331711 -4.102850\
106.947235 0.428827\
108.306282 0.182703\
112.579880 -0.569495\
123.863686 -2.412146\
112.579880 -0.569495\
156.763763 -6.873480\
56.966843 13.168482\
56.966843 13.168482\
105.619095 0.672784\
122.126099 -2.140845\
120.433083 -1.872351\
144.135452 -5.296149\
133.285767 -3.813178\
129.362061 -3.243536\
159.542007 -7.201575\
57.858799 12.842951\
56.529610 13.330164\
56.529610 13.330164\
56.966843 13.168482\
56.098049 13.491114\
56.966843 13.168482\
56.529610 13.330164\
56.529610 13.330164\
55.672066 13.651331\
133.285767 -3.813178\
118.782906 -1.606573\
111.121422 -0.316412\
139.604126 -4.692389\
148.949997 -5.914954\
48.846413 16.423456\
109.697296 -0.065710\
57.858799 12.842951\
56.098049 13.491114\
55.251541 13.810877\
56.529610 13.330164\
127.479729 -2.963416\
115.604820 -1.082953\
101.809784 1.391809\
123.863686 -2.412146\
139.604126 -4.692389\
144.135452 -5.296149\
135.331711 -4.102850\
159.542007 -7.201575\
57.409870 13.006098\
48.174686 16.719446\
53.622002 14.442133\
48.508621 16.571711\
47.195393 17.159357\
47.844547 16.866632\
46.560665 17.449976\
47.844547 16.866632\
